--------- beginning of /dev/log/system
01-01 08:00:02.852 I/Vold    ( 1569): Vold 2.1 (the revenge) firing up
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-85] :the service.vold.status is Normal
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-122] :defaultVolume = /storage/emulated/0 
01-01 08:00:02.853 D/Vold    ( 1569): [-vold_debug-139] :bind mount /mnt/sdcard to /storage/emulated/0 ok !
01-01 08:00:02.853 D/VoldCmdListener( 1569): [-vold_debug-785] :IsoMountCmd created!
12-18 16:57:54.893 E/installd( 1576): value = false 
12-18 16:57:54.894 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.894 E/installd( 1576): value = false 
12-18 16:57:54.896 E/installd( 1576): value = false 
12-18 16:57:54.897 E/installd( 1576): value = false 
12-18 16:57:54.898 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.900 E/installd( 1576): value = false 
12-18 16:57:54.901 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.901 E/installd( 1576): value = false 
12-18 16:57:54.904 E/installd( 1576): value = false 
12-18 16:57:54.904 E/installd( 1576): value = false 
12-18 16:57:54.905 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.908 E/installd( 1576): value = false 
12-18 16:57:54.908 E/installd( 1576): value = false 
12-18 16:57:54.910 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.913 E/installd( 1576): value = false 
12-18 16:57:54.913 E/installd( 1576): value = false 
12-18 16:57:54.914 D/dalvikvm( 3002): GC_FOR_ALLOC freed 16K, 23% free 17835K/22944K, paused 50ms, total 50ms
12-18 16:57:54.914 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.916 E/installd( 1576): value = false 
12-18 16:57:54.917 E/installd( 1576): value = false 
12-18 16:57:54.918 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.921 E/installd( 1576): value = false 
12-18 16:57:54.921 E/installd( 1576): value = false 
12-18 16:57:54.922 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.924 E/installd( 1576): value = false 
12-18 16:57:54.924 E/installd( 1576): value = false 
12-18 16:57:54.926 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.929 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:57:54.929 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:57:54.929 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:57:54.929 D/BtGatt.GattService( 3446): onScanResult() - address=18:3A:D1:B0:A0:2D, rssi=-68
12-18 16:57:54.929 D/BluetoothAdapter( 3577): onScanResult() - Device=18:3A:D1:B0:A0:2D RSSI=-68
12-18 16:57:54.929 E/installd( 1576): value = false 
12-18 16:57:54.930 E/installd( 1576): value = false 
12-18 16:57:54.931 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.933 E/installd( 1576): value = false 
12-18 16:57:54.933 E/installd( 1576): value = false 
12-18 16:57:54.936 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.938 E/installd( 1576): value = false 
12-18 16:57:54.938 E/installd( 1576): value = false 
12-18 16:57:54.939 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.943 E/installd( 1576): value = false 
12-18 16:57:54.943 E/installd( 1576): value = false 
12-18 16:57:54.948 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.951 E/installd( 1576): value = false 
12-18 16:57:54.951 E/installd( 1576): value = false 
12-18 16:57:54.953 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.955 E/installd( 1576): value = false 
12-18 16:57:54.956 E/installd( 1576): value = false 
12-18 16:57:54.959 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.961 E/installd( 1576): value = false 
12-18 16:57:54.961 E/installd( 1576): value = false 
12-18 16:57:54.963 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.966 E/installd( 1576): value = false 
12-18 16:57:54.966 E/installd( 1576): value = false 
12-18 16:57:54.967 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.969 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.969 E/installd( 1576): value = false 
12-18 16:57:54.969 E/installd( 1576): value = false 
12-18 16:57:54.971 E/installd( 1576): value = false 
12-18 16:57:54.972 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.972 E/installd( 1576): value = false 
12-18 16:57:54.974 E/installd( 1576): value = false 
12-18 16:57:54.974 E/installd( 1576): value = false 
12-18 16:57:54.975 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.977 E/installd( 1576): value = false 
12-18 16:57:54.977 E/installd( 1576): value = false 
12-18 16:57:54.978 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.979 E/installd( 1576): value = false 
12-18 16:57:54.980 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.980 E/installd( 1576): value = false 
12-18 16:57:54.982 E/installd( 1576): value = false 
12-18 16:57:54.982 E/installd( 1576): value = false 
12-18 16:57:54.983 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.985 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.985 E/installd( 1576): value = false 
12-18 16:57:54.985 E/installd( 1576): value = false 
12-18 16:57:54.987 E/installd( 1576): value = false 
12-18 16:57:54.987 E/installd( 1576): value = false 
12-18 16:57:54.988 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.990 E/installd( 1576): value = false 
12-18 16:57:54.990 E/installd( 1576): value = false 
12-18 16:57:54.991 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.993 E/installd( 1576): value = false 
12-18 16:57:54.994 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.994 E/installd( 1576): value = false 
12-18 16:57:54.996 E/installd( 1576): value = false 
12-18 16:57:54.996 E/installd( 1576): value = false 
12-18 16:57:54.997 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:54.999 D/dalvikvm( 3002): GC_FOR_ALLOC freed 22K, 22% free 18215K/23308K, paused 49ms, total 50ms
12-18 16:57:54.999 E/installd( 1576): value = false 
12-18 16:57:54.999 E/installd( 1576): value = false 
12-18 16:57:55.000 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.001 I/dalvikvm-heap( 3002): Grow heap (frag case) to 19.096MB for 1327120-byte allocation
12-18 16:57:55.003 E/installd( 1576): value = false 
12-18 16:57:55.003 E/installd( 1576): value = false 
12-18 16:57:55.004 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.006 E/installd( 1576): value = false 
12-18 16:57:55.007 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.007 E/installd( 1576): value = false 
12-18 16:57:55.010 E/installd( 1576): value = false 
12-18 16:57:55.010 E/installd( 1576): value = false 
12-18 16:57:55.011 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.014 E/installd( 1576): value = false 
12-18 16:57:55.014 E/installd( 1576): value = false 
12-18 16:57:55.015 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.016 E/installd( 1576): value = false 
12-18 16:57:55.017 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.017 E/installd( 1576): value = false 
12-18 16:57:55.019 E/installd( 1576): value = false 
12-18 16:57:55.019 E/installd( 1576): value = false 
12-18 16:57:55.020 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.023 E/installd( 1576): value = false 
12-18 16:57:55.023 E/installd( 1576): value = false 
12-18 16:57:55.024 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.026 E/installd( 1576): value = false 
12-18 16:57:55.026 E/installd( 1576): value = false 
12-18 16:57:55.027 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.028 E/installd( 1576): value = false 
12-18 16:57:55.029 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.029 E/installd( 1576): value = false 
12-18 16:57:55.032 E/installd( 1576): value = false 
12-18 16:57:55.032 E/installd( 1576): value = false 
12-18 16:57:55.033 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.034 E/installd( 1576): value = false 
12-18 16:57:55.035 E/installd( 1576): value = false 
12-18 16:57:55.036 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.038 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.038 E/installd( 1576): value = false 
12-18 16:57:55.038 E/installd( 1576): value = false 
12-18 16:57:55.040 E/installd( 1576): value = false 
12-18 16:57:55.041 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.041 E/installd( 1576): value = false 
12-18 16:57:55.043 E/installd( 1576): value = false 
12-18 16:57:55.043 E/installd( 1576): value = false 
12-18 16:57:55.044 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.046 D/dalvikvm( 3002): GC_FOR_ALLOC freed 1K, 21% free 19510K/24608K, paused 45ms, total 45ms
12-18 16:57:55.048 E/installd( 1576): value = false 
12-18 16:57:55.048 E/installd( 1576): value = false 
12-18 16:57:55.049 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.051 E/installd( 1576): value = false 
12-18 16:57:55.052 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.052 E/installd( 1576): value = false 
12-18 16:57:55.058 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.058 E/installd( 1576): value = false 
12-18 16:57:55.058 E/installd( 1576): value = false 
12-18 16:57:55.061 E/installd( 1576): value = false 
12-18 16:57:55.062 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.062 E/installd( 1576): value = false 
12-18 16:57:55.064 E/installd( 1576): value = false 
12-18 16:57:55.065 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.065 E/installd( 1576): value = false 
12-18 16:57:55.066 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:57:55.066 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:57:55.066 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:57:55.066 D/BtGatt.GattService( 3446): onScanResult() - address=38:D6:14:9B:62:1F, rssi=-62
12-18 16:57:55.066 D/BluetoothAdapter( 3577): onScanResult() - Device=38:D6:14:9B:62:1F RSSI=-62
12-18 16:57:55.068 E/installd( 1576): value = false 
12-18 16:57:55.068 E/installd( 1576): value = false 
12-18 16:57:55.069 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.070 E/installd( 1576): value = false 
12-18 16:57:55.071 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.071 E/installd( 1576): value = false 
12-18 16:57:55.073 E/installd( 1576): value = false 
12-18 16:57:55.074 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.074 E/installd( 1576): value = false 
12-18 16:57:55.076 E/installd( 1576): value = false 
12-18 16:57:55.076 E/installd( 1576): value = false 
12-18 16:57:55.077 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.079 E/installd( 1576): value = false 
12-18 16:57:55.079 E/installd( 1576): value = false 
12-18 16:57:55.080 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.083 E/installd( 1576): value = false 
12-18 16:57:55.083 E/installd( 1576): value = false 
12-18 16:57:55.084 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.086 E/installd( 1576): value = false 
12-18 16:57:55.088 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.088 E/installd( 1576): value = false 
12-18 16:57:55.092 E/installd( 1576): value = false 
12-18 16:57:55.092 E/installd( 1576): value = false 
12-18 16:57:55.093 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.094 D/dalvikvm( 3002): GC_FOR_ALLOC freed 2K, 21% free 19513K/24608K, paused 44ms, total 44ms
12-18 16:57:55.098 E/installd( 1576): value = false 
12-18 16:57:55.098 E/installd( 1576): value = false 
12-18 16:57:55.099 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.102 E/installd( 1576): value = false 
12-18 16:57:55.103 E/installd( 1576): value = false 
12-18 16:57:55.104 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.105 I/dalvikvm-heap( 3002): Grow heap (frag case) to 27.007MB for 8294416-byte allocation
12-18 16:57:55.107 E/installd( 1576): value = false 
12-18 16:57:55.107 E/installd( 1576): value = false 
12-18 16:57:55.108 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.110 E/installd( 1576): value = false 
12-18 16:57:55.110 E/installd( 1576): value = false 
12-18 16:57:55.111 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.114 E/installd( 1576): value = false 
12-18 16:57:55.114 E/installd( 1576): value = false 
12-18 16:57:55.115 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.116 E/installd( 1576): value = false 
12-18 16:57:55.117 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.117 E/installd( 1576): value = false 
12-18 16:57:55.119 E/installd( 1576): value = false 
12-18 16:57:55.119 E/installd( 1576): value = false 
12-18 16:57:55.120 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.124 E/installd( 1576): value = false 
12-18 16:57:55.124 E/installd( 1576): value = false 
12-18 16:57:55.125 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.128 E/installd( 1576): value = false 
12-18 16:57:55.128 E/installd( 1576): value = false 
12-18 16:57:55.132 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:57:55.132 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:57:55.132 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:57:55.133 D/BtGatt.GattService( 3446): onScanResult() - address=18:3A:D1:B0:A0:2D, rssi=-68
12-18 16:57:55.133 D/BluetoothAdapter( 3577): onScanResult() - Device=18:3A:D1:B0:A0:2D RSSI=-68
12-18 16:57:55.133 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.138 E/installd( 1576): value = false 
12-18 16:57:55.138 E/installd( 1576): value = false 
12-18 16:57:55.139 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.145 E/installd( 1576): value = false 
12-18 16:57:55.145 E/installd( 1576): value = false 
12-18 16:57:55.146 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.149 E/installd( 1576): value = false 
12-18 16:57:55.149 E/installd( 1576): value = false 
12-18 16:57:55.150 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.152 D/dalvikvm( 3002): GC_FOR_ALLOC freed 1K, 16% free 27612K/32712K, paused 47ms, total 47ms
12-18 16:57:55.158 E/installd( 1576): value = false 
12-18 16:57:55.159 E/installd( 1576): value = false 
12-18 16:57:55.161 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.164 E/installd( 1576): value = false 
12-18 16:57:55.165 E/installd( 1576): value = false 
12-18 16:57:55.169 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.171 E/installd( 1576): value = false 
12-18 16:57:55.171 E/installd( 1576): value = false 
12-18 16:57:55.172 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.175 E/installd( 1576): value = false 
12-18 16:57:55.175 E/installd( 1576): value = false 
12-18 16:57:55.176 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.187 D/dalvikvm( 2321): GC_CONCURRENT freed 999K, 55% free 5091K/11112K, paused 3ms+4ms, total 59ms
12-18 16:57:55.188 E/installd( 1576): value = false 
12-18 16:57:55.189 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.189 E/installd( 1576): value = false 
12-18 16:57:55.191 E/installd( 1576): value = false 
12-18 16:57:55.191 E/installd( 1576): value = false 
12-18 16:57:55.192 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.194 E/installd( 1576): value = false 
12-18 16:57:55.194 E/installd( 1576): value = false 
12-18 16:57:55.195 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.197 E/installd( 1576): value = false 
12-18 16:57:55.197 E/installd( 1576): value = false 
12-18 16:57:55.198 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.200 E/installd( 1576): value = false 
12-18 16:57:55.200 E/installd( 1576): value = false 
12-18 16:57:55.201 E/Environment( 2321): canonicalPath = /mnt/sdcard
12-18 16:57:55.201 D/dalvikvm( 3002): GC_CONCURRENT freed <1K, 16% free 27613K/32712K, paused 2ms+4ms, total 49ms
12-18 16:57:55.271 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:57:55.271 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:57:55.271 W/bt-btm  ( 3446): scan_type:1, evt_type:0
12-18 16:57:55.271 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:57:55.271 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:57:55.271 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:57:55.272 D/BtGatt.GattService( 3446): onScanResult() - address=5D:F3:83:87:F7:D6, rssi=-66
12-18 16:57:55.272 D/BluetoothAdapter( 3577): onScanResult() - Device=5D:F3:83:87:F7:D6 RSSI=-66
12-18 16:57:55.277 I/bt-hci  ( 3446): BLE HCI(id=62) event = 0x02)
12-18 16:57:55.277 I/bt-hci  ( 3446): btu_ble_process_adv_pkt
12-18 16:57:55.277 D/BtGatt.btif( 3446): btif_gattc_upstreams_evt: Event 4096
12-18 16:57:55.277 D/BtGatt.GattService( 3446): onScanResult() - address=38:D6:14:9B:62:1F, rssi=-60
12-18 16:57:55.277 D/BluetoothAdapter( 3577): onScanResult() - Device=38:D6:14:9B:62:1F RSSI=-60
12-18 16:57:55.280 W/System.err( 2796): java.net.SocketTimeoutException: failed to connect to www.devmasys.com/39.99.211.219 (port 8888) after 5000ms
12-18 16:57:55.281 W/System.err( 2796): 	at libcore.io.IoBridge.connectErrno(IoBridge.java:161)
12-18 16:57:55.281 W/System.err( 2796): 	at libcore.io.IoBridge.connect(IoBridge.java:113)
12-18 16:57:55.281 W/System.err( 2796): 	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:192)
12-18 16:57:55.281 W/System.err( 2796): 	at java.net.PlainSocketImpl.connect(PlainSocketImpl.java:459)
12-18 16:57:55.281 W/System.err( 2796): 	at java.net.Socket.connect(Socket.java:843)
12-18 16:57:55.281 W/System.err( 2796): 	at com.squareup.okhttp.internal.Platform$Android.connectSocket(Platform.java:190)
12-18 16:57:55.281 W/System.err( 2796): 	at com.squareup.okhttp.Connection.connectSocket(Connection.java:196)
12-18 16:57:55.281 W/System.err( 2796): 	at com.squareup.okhttp.Connection.connect(Connection.java:172)
12-18 16:57:55.281 W/System.err( 2796): 	at com.squareup.okhttp.Connection.connectAndSetOwner(Connection.java:367)
12-18 16:57:55.281 W/System.err( 2796): 	at com.squareup.okhttp.OkHttpClient$1.connectAndSetOwner(OkHttpClient.java:128)
12-18 16:57:55.281 W/System.err( 2796): 	at com.squareup.okhttp.internal.http.HttpEngine.connect(HttpEngine.java:328)
12-18 16:57:55.281 W/System.err( 2796): 	at com.squareup.okhttp.internal.http.HttpEngine.sendRequest(HttpEngine.java:245)
12-18 16:57:55.281 W/System.err( 2796): 	at com.squareup.okhttp.Call.getResponse(Call.java:267)
12-18 16:57:55.282 W/System.err( 2796): 	at com.squareup.okhttp.Call$ApplicationInterceptorChain.proceed(Call.java:224)
12-18 16:57:55.282 W/System.err( 2796): 	at com.squareup.okhttp.Call.getResponseWithInterceptorChain(Call.java:195)
12-18 16:57:55.282 W/System.err( 2796): 	at com.squareup.okhttp.Call.execute(Call.java:79)
12-18 16:57:55.282 W/System.err( 2796): 	at com.android.sj.data.http.common.HttpClientManager.doPost(HttpClientManager.java:133)
12-18 16:57:55.282 W/System.err( 2796): 	at com.android.sj.data.http.common.HttpClientManager.requestSyncCall(HttpClientManager.java:80)
12-18 16:57:55.282 W/System.err( 2796): 	at com.android.sj.data.http.HttpEngineStandard.doPost(HttpEngineStandard.java:224)
12-18 16:57:55.282 W/System.err( 2796): 	at com.android.sj.data.http.HttpEngineStandard.sendHttpRequest(HttpEngineStandard.java:171)
12-18 16:57:55.282 W/System.err( 2796): 	at com.android.sj.domain.business.internal.BusinessRepositoryBase$1.call(BusinessRepositoryBase.java:53)
12-18 16:57:55.282 W/System.err( 2796): 	at com.android.sj.domain.business.internal.BusinessRepositoryBase$1.call(BusinessRepositoryBase.java:46)
12-18 16:57:55.282 W/System.err( 2796): 	at rx.Observable.unsafeSubscribe(Observable.java:8460)
12-18 16:57:55.282 W/System.err( 2796): 	at rx.internal.operators.OperatorSubscribeOn$1.call(OperatorSubscribeOn.java:94)
12-18 16:57:55.282 W/System.err( 2796): 	at rx.internal.schedulers.ScheduledAction.run(ScheduledAction.java:55)
12-18 16:57:55.283 W/System.err( 2796): 	at rx.internal.schedulers.ExecutorScheduler$ExecutorSchedulerWorker.run(ExecutorScheduler.java:108)
12-18 16:57:55.283 W/System.err( 2796): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
12-18 16:57:55.283 W/System.err( 2796): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
12-18 16:57:55.283 W/System.err( 2796): 	at java.lang.Thread.run(Thread.java:841)
